User,CARD INDEX,Card Brand,Card Type,Expires,Has Chip,Credit Limit,Acct Open Date,Name Initials,ID_3
160,4,Visa,Debit,09/2021,YES,$12434,07/2003,EG,124
1959,0,Visa,Credit,09/2022,YES,$16700,02/2020,ML,125
1959,1,Mastercard,Debit,07/2023,NO,$20534,01/2020,ML,125
771,0,Mastercard,Debit,05/2024,NO,$19127,10/2008,GM,126
771,1,Visa,Credit,06/2024,YES,$9200,04/2010,GM,126
771,2,Mastercard,Debit,05/2020,YES,$5553,03/2008,GM,126
771,3,Mastercard,Debit (Prepaid),05/2021,YES,$75,12/2008,GM,126
771,4,Visa,Credit,04/2003,YES,$7900,11/1999,GM,126
296,0,Mastercard,Credit,04/2022,YES,$13200,08/2005,CA,127
296,1,Mastercard,Debit,11/2021,YES,$11641,02/2020,CA,127
1347,0,Mastercard,Credit,12/2020,YES,$14000,09/2009,NM,128
1347,1,Visa,Debit,02/2018,YES,$18494,10/2005,NM,128
1347,2,Visa,Credit,03/2024,YES,$14700,10/2009,NM,128
1347,3,Mastercard,Debit (Prepaid),05/2020,YES,$69,05/2015,NM,128
488,0,Visa,Debit,06/2024,YES,$3335,10/1998,KM,129
488,1,Mastercard,Debit,02/2020,YES,$4598,12/2003,KM,129
488,2,Visa,Credit,01/2020,YES,$4900,01/2012,KM,129
488,3,Mastercard,Debit,08/2013,YES,$18498,10/2004,KM,129
83,0,Mastercard,Debit,10/2022,YES,$7551,11/2002,BF,130
83,1,Mastercard,Debit,06/2014,YES,$15377,08/2004,BF,130
83,2,Visa,Debit,03/2023,YES,$12990,10/2007,BF,130
83,3,Visa,Debit,02/2023,YES,$8509,06/2010,BF,130
342,0,Mastercard,Debit,07/2021,YES,$405,02/2020,WC,131
1606,0,Visa,Credit,08/2021,YES,$7800,02/2020,DT,132
1606,1,Mastercard,Debit,08/2013,NO,$570,02/2009,DT,132
1606,2,Mastercard,Debit,06/2023,YES,$13187,12/2010,DT,132
1606,3,Mastercard,Debit (Prepaid),02/2020,YES,$50,02/2020,DT,132
1870,0,Visa,Debit,12/2023,YES,$26995,07/2000,SY,133
1127,0,Visa,Credit,01/2021,YES,$6400,09/2018,MC,134
1973,0,Mastercard,Debit (Prepaid),07/2023,YES,$39,01/2020,CS,135
1797,0,Mastercard,Credit,02/2020,YES,$14600,02/2020,AM,136
779,0,Mastercard,Debit (Prepaid),02/2021,YES,$67,06/2011,LH,137
779,1,Visa,Debit,02/2020,YES,$13905,05/2011,LH,137
779,2,Discover,Credit,01/2021,YES,$12300,06/2004,LH,137
1336,0,Mastercard,Debit,07/2023,YES,$29078,12/2008,SJ,138
1336,1,Mastercard,Debit (Prepaid),04/2024,YES,$59,04/2009,SJ,138
1336,2,Mastercard,Debit,03/2022,YES,$27534,05/2011,SJ,138
1134,0,Mastercard,Debit,09/2015,YES,$23395,05/2010,KR,139
146,0,Mastercard,Credit,02/2020,YES,$7700,01/2020,DH,140
1322,0,Mastercard,Debit,02/2024,NO,$10040,02/2010,LL,141
1322,1,Visa,Credit,06/2024,YES,$8500,10/2010,LL,141
89,0,Amex,Credit,03/2020,YES,$9800,08/2003,SJ,142
89,1,Visa,Credit,03/2012,YES,$11300,02/2008,SJ,142
89,2,Mastercard,Credit,10/2019,YES,$8400,04/2009,SJ,142
89,3,Mastercard,Debit,12/2023,YES,$16597,01/1999,SJ,142
89,4,Amex,Credit,09/2020,YES,$9400,09/2008,SJ,142
456,0,Mastercard,Debit (Prepaid),02/2020,YES,$67,02/2009,HP,143
456,1,Discover,Credit,10/2005,YES,$15300,06/2001,HP,143
456,2,Mastercard,Debit,01/2021,YES,$20552,09/2015,HP,143
979,0,Mastercard,Credit,12/2024,YES,$1500,08/2009,AT,144
979,1,Visa,Credit,10/2009,YES,$8300,07/2009,AT,144
979,2,Mastercard,Credit,07/2024,YES,$9300,01/2007,AT,144
979,3,Visa,Debit (Prepaid),02/2020,YES,$87,02/2020,AT,144
979,4,Mastercard,Debit,10/2012,YES,$14104,10/2011,AT,144
979,5,Mastercard,Debit,05/2022,YES,$14725,06/2011,AT,144
979,6,Visa,Debit,03/2020,YES,$12016,10/2008,AT,144
1583,0,Visa,Debit,12/2022,YES,$1663,02/2020,BB,145
1583,1,Mastercard,Debit,06/2022,YES,$7283,01/2020,BB,145
1583,2,Mastercard,Debit,01/2021,YES,$23750,01/2020,BB,145
518,0,Visa,Debit,12/2020,YES,$21990,02/2020,BS,146
518,1,Mastercard,Debit,11/2021,YES,$26251,01/2020,BS,146
871,0,Amex,Credit,08/2024,YES,$4200,12/2018,WM,147
1571,0,Mastercard,Debit,01/2024,YES,$14801,08/2018,SM,148
1571,1,Visa,Credit,10/2024,YES,$11000,05/2005,SM,148
1571,2,Amex,Credit,05/2020,YES,$9900,08/2019,SM,148
1571,3,Visa,Debit,06/2023,YES,$15773,01/2018,SM,148
1571,4,Visa,Debit,04/2024,YES,$18365,08/2007,SM,148
1571,5,Discover,Credit,10/2023,YES,$12300,01/2011,SM,148
1811,0,Amex,Credit,07/2020,YES,$89900,02/2020,MG,149
1811,1,Amex,Credit,07/2024,YES,$44100,02/2020,MG,149
1047,0,Mastercard,Debit,12/2021,YES,$29716,12/2009,TR,150
1047,1,Visa,Debit,10/2009,YES,$19258,08/2009,TR,150
1047,2,Visa,Credit,08/2020,YES,$13400,05/2009,TR,150
1047,3,Visa,Credit,09/2022,YES,$17100,02/2020,TR,150
860,0,Mastercard,Debit,05/2020,YES,$14820,01/2020,AN,151
860,1,Visa,Credit,05/2023,YES,$6900,11/2005,AN,151
860,2,Amex,Credit,05/2021,YES,$5200,02/2014,AN,151
860,3,Mastercard,Debit (Prepaid),12/2016,YES,$64,09/2006,AN,151
1095,0,Mastercard,Debit,12/2024,YES,$15900,10/2011,DA,152
1095,1,Mastercard,Debit,01/2024,YES,$11595,12/2010,DA,152
1095,2,Mastercard,Debit,02/2020,YES,$13257,09/2011,DA,152
1215,0,Visa,Debit,05/2022,YES,$18771,09/2004,BB,153
1215,1,Visa,Debit,01/2023,YES,$17108,10/2007,BB,153
1215,2,Visa,Debit,10/2023,YES,$12446,02/2020,BB,153
1215,3,Visa,Credit,01/2021,YES,$8200,07/2006,BB,153
1215,4,Mastercard,Debit,05/2022,YES,$7081,04/2008,BB,153
1209,0,Mastercard,Debit,02/2022,YES,$10015,02/2020,MJ,154
1162,0,Mastercard,Credit,03/2024,NO,$18900,02/2020,TJ,155
1162,1,Visa,Debit,02/2020,YES,$39850,02/2020,TJ,155
881,0,Mastercard,Debit,09/2022,YES,$51051,05/2007,CB,156
881,1,Mastercard,Credit,01/2020,NO,$30800,11/2004,CB,156
881,2,Mastercard,Credit,08/2023,YES,$23400,09/2014,CB,156
881,3,Mastercard,Credit,01/2022,YES,$24800,06/2008,CB,156
881,4,Mastercard,Debit (Prepaid),03/2023,YES,$48,11/2010,CB,156
881,5,Mastercard,Credit,07/2024,YES,$8700,09/2008,CB,156
773,0,Mastercard,Debit,03/2020,YES,$14892,01/2016,LR,157
773,1,Visa,Credit,06/2023,YES,$8500,09/2004,LR,157
773,2,Mastercard,Credit,05/2021,YES,$8500,09/2010,LR,157
773,3,Visa,Credit,09/2020,NO,$7400,09/2008,LR,157
1843,0,Visa,Debit,07/2008,YES,$18112,05/2008,LC,158
93,0,Mastercard,Debit,02/2022,YES,$13390,02/2020,JR,159
93,1,Amex,Credit,11/2024,YES,$8400,02/2020,JR,159
616,0,Amex,Credit,01/2022,YES,$20800,02/2020,PB,160
616,1,Visa,Credit,11/2020,YES,$12700,02/2020,PB,160
616,2,Visa,Debit (Prepaid),02/2020,YES,$76,02/2020,PB,160
1992,0,Mastercard,Debit,07/2018,YES,$15512,10/2014,EM,161
1992,1,Visa,Debit,06/2022,YES,$8332,08/2016,EM,161
27,0,Visa,Debit,10/2023,YES,$17816,08/2008,GG,162
1578,0,Visa,Credit,11/2023,YES,$10300,01/2009,JW,163
1578,1,Mastercard,Debit,05/2024,NO,$12100,06/2010,JW,163
1578,2,Mastercard,Debit (Prepaid),10/2018,YES,$49,02/2007,JW,163
1499,0,Visa,Credit,04/2012,YES,$17000,10/2005,RW,164
1499,1,Mastercard,Debit,12/2008,NO,$14681,02/2005,RW,164
1499,2,Visa,Credit,04/2020,NO,$25100,04/2012,RW,164
1499,3,Mastercard,Debit,02/2023,YES,$54842,03/2013,RW,164
1189,0,Visa,Debit,12/2020,YES,$13478,02/2020,JR,165
1189,1,Mastercard,Debit,11/2020,YES,$19578,01/2020,JR,165
1189,2,Visa,Debit,04/2024,YES,$2944,01/2020,JR,165
944,0,Mastercard,Debit,08/2023,YES,$26162,10/2014,CL,166
944,1,Visa,Credit,12/2024,YES,$13700,04/2011,CL,166
944,2,Visa,Debit,01/2022,YES,$31504,04/2009,CL,166
944,3,Mastercard,Debit,04/2009,YES,$9010,08/2006,CL,166
828,0,Mastercard,Debit,01/2023,YES,$21686,02/2020,BP,167
809,0,Mastercard,Debit,12/2021,YES,$2209,05/2006,AN,168
809,1,Mastercard,Debit,07/2021,YES,$24582,04/2003,AN,168
809,2,Visa,Debit,11/2021,NO,$1017,09/2005,AN,168
809,3,Mastercard,Debit,10/2022,YES,$11625,02/2005,AN,168
164,0,Mastercard,Credit,01/2024,YES,$11400,02/2020,GB,169
576,0,Visa,Debit,01/2024,YES,$35943,06/2001,TY,170
576,1,Discover,Credit,01/2019,YES,$13600,04/2011,TY,170
576,2,Mastercard,Debit,03/2022,YES,$8671,12/2007,TY,170
1792,0,Mastercard,Debit,05/2022,YES,$27201,03/2011,SM,171
1792,1,Visa,Credit,12/2020,YES,$12800,12/2007,SM,171
1792,2,Mastercard,Debit (Prepaid),03/2020,YES,$96,01/2004,SM,171
1792,3,Mastercard,Debit,05/2023,NO,$16426,11/2011,SM,171
1661,0,Visa,Credit,02/2023,NO,$9200,01/2020,CM,172
1661,1,Visa,Debit,01/2020,YES,$14797,01/2020,CM,172
1627,0,Visa,Debit,03/2021,YES,$17111,02/2009,CM,173
1627,1,Visa,Debit,08/2021,YES,$21264,03/1999,CM,173
1627,2,Mastercard,Debit,02/2020,YES,$15125,10/2017,CM,173
1627,3,Visa,Debit,02/2020,YES,$16472,03/2014,CM,173
116,0,Visa,Debit,09/2023,YES,$22833,05/2013,MD,174
116,1,Visa,Debit,11/2022,YES,$48502,01/2020,MD,174
116,2,Visa,Debit,07/2022,YES,$34888,04/2019,MD,174
116,3,Visa,Debit,08/2019,NO,$29503,08/2014,MD,174
116,4,Mastercard,Debit,08/2021,YES,$19570,01/2019,MD,174
116,5,Mastercard,Debit,12/2023,YES,$22297,05/2017,MD,174
116,6,Visa,Debit,09/2023,YES,$20031,06/2015,MD,174
116,7,Mastercard,Debit,02/2020,YES,$30323,02/2020,MD,174
116,8,Amex,Credit,04/2024,YES,$19000,01/2020,MD,174
347,0,Visa,Debit,02/2020,YES,$47359,02/2020,LB,175
347,1,Visa,Debit,05/2010,YES,$41205,01/2010,LB,175
347,2,Mastercard,Credit,03/2016,YES,$17400,01/2009,LB,175
285,0,Mastercard,Debit,10/2016,YES,$16398,03/2014,PD,176
285,1,Visa,Credit,06/2012,YES,$6600,01/2001,PD,176
285,2,Mastercard,Credit,10/2022,YES,$6600,02/2002,PD,176
285,3,Mastercard,Debit (Prepaid),07/2021,YES,$59,04/2010,PD,176
1052,0,Visa,Debit,11/2012,NO,$3728,10/2010,NF,177
1052,1,Discover,Credit,10/2024,YES,$7400,07/2001,NF,177
1052,2,Mastercard,Debit (Prepaid),10/2020,YES,$77,09/2009,NF,177
1052,3,Visa,Debit,02/2021,YES,$12299,03/2005,NF,177
1635,0,Amex,Credit,03/2024,YES,$7500,08/2010,JB,178
1758,0,Mastercard,Debit (Prepaid),02/2024,NO,$71,01/2020,EF,179
1758,1,Mastercard,Debit,02/2022,YES,$11591,03/2011,EF,179
1758,2,Mastercard,Debit,07/2019,YES,$8633,08/2011,EF,179
1758,3,Visa,Debit,02/2024,YES,$12496,06/2008,EF,179
1053,0,Visa,Credit,03/2021,YES,$6800,01/2010,BD,180
1053,1,Visa,Debit (Prepaid),02/2022,YES,$77,01/2020,BD,180
1281,0,Mastercard,Debit,04/2022,YES,$6090,11/2009,DO,181
725,0,Mastercard,Debit,09/2023,YES,$19573,01/2016,JA,182
725,1,Visa,Credit,05/2022,NO,$16500,12/2003,JA,182
250,0,Mastercard,Debit,02/2020,YES,$12874,02/2020,LS,183
952,0,Visa,Debit,07/2024,YES,$1696,02/2020,KM,184
952,1,Discover,Credit,10/2010,YES,$11400,10/2010,KM,184
952,2,Visa,Credit,07/2020,YES,$10600,06/2005,KM,184
1604,0,Mastercard,Credit,01/2021,NO,$6500,06/2003,EC,185
1604,1,Mastercard,Debit,02/2021,YES,$1407,09/2010,EC,185
1604,2,Mastercard,Debit,04/2013,YES,$11402,04/2011,EC,185
1604,3,Mastercard,Debit,03/2021,YES,$4501,04/1999,EC,185
1604,4,Mastercard,Debit,02/2022,YES,$1399,11/2009,EC,185
1604,5,Mastercard,Debit,10/2020,YES,$14466,11/1995,EC,185
1604,6,Visa,Credit,04/2003,YES,$8000,01/2003,EC,185
253,0,Visa,Credit,01/2021,NO,$13200,01/2020,MM,186
253,1,Mastercard,Debit,02/2020,YES,$12569,02/2020,MM,186
777,0,Mastercard,Credit,08/2020,YES,$30400,08/2003,DT,187
777,1,Visa,Debit,01/2023,YES,$76343,09/2003,DT,187
777,2,Mastercard,Debit,02/2024,YES,$46070,04/2007,DT,187
777,3,Mastercard,Credit,04/2023,NO,$14900,10/2005,DT,187
777,4,Amex,Credit,08/2023,YES,$27500,06/2009,DT,187
777,5,Visa,Debit,07/2007,NO,$3134,11/1992,DT,187
38,0,Visa,Credit,02/2024,YES,$700,12/2016,SA,188
1452,0,Mastercard,Debit,11/2024,YES,$1129,10/2008,PR,189
1452,1,Mastercard,Credit,11/2022,YES,$2900,06/2010,PR,189
1452,2,Visa,Debit,04/2017,YES,$11902,07/2014,PR,189
1452,3,Visa,Debit,10/2023,YES,$9290,03/2003,PR,189
1098,0,Visa,Credit,08/2024,YES,$11000,08/2006,BO,190
1098,1,Mastercard,Credit,07/2018,YES,$10800,06/2014,BO,190
1098,2,Visa,Debit,04/2014,YES,$38385,02/2011,BO,190
1098,3,Visa,Debit,03/2008,NO,$15277,02/2001,BO,190
1098,4,Visa,Debit,06/2024,YES,$14625,07/2010,BO,190
1098,5,Visa,Credit,10/2010,NO,$12400,04/2000,BO,190
1098,6,Mastercard,Debit,10/2010,YES,$24943,02/2006,BO,190
1098,7,Mastercard,Credit,10/2021,YES,$12300,06/2011,BO,190
282,0,Visa,Debit,08/2023,YES,$10599,05/2009,MA,191
1231,0,Mastercard,Debit,03/2023,YES,$66930,03/2012,JJ,192
1231,1,Mastercard,Debit,05/2020,YES,$72274,01/2018,JJ,192
1231,2,Mastercard,Debit,09/2020,YES,$130971,05/2002,JJ,192
1231,3,Visa,Debit,11/2024,YES,$52717,02/2020,JJ,192
1231,4,Visa,Credit,12/2021,NO,$25500,06/2010,JJ,192
1231,5,Visa,Debit,10/2017,YES,$42541,11/2008,JJ,192
1552,0,Mastercard,Debit,10/2021,YES,$31292,12/2015,PR,193
967,0,Visa,Debit,09/2014,NO,$31424,07/2009,HA,194
967,1,Amex,Credit,03/2023,YES,$7900,03/2012,HA,194
967,2,Mastercard,Debit,06/2006,YES,$19097,02/2006,HA,194
967,3,Amex,Credit,09/2021,YES,$10100,10/2011,HA,194
1942,0,Visa,Credit,04/2024,YES,$10600,01/2020,ML,195
1942,1,Mastercard,Debit,01/2020,YES,$22844,01/2020,ML,195
1942,2,Mastercard,Debit,03/2020,YES,$15212,01/2020,ML,195
1942,3,Discover,Credit,05/2022,YES,$17300,02/2020,ML,195
849,0,Visa,Credit,02/2021,YES,$17100,03/2010,JR,196
849,1,Mastercard,Debit (Prepaid),12/2020,YES,$57,12/2015,JR,196
849,2,Discover,Credit,07/2023,YES,$11200,10/2006,JR,196
849,3,Amex,Credit,08/2021,YES,$5900,12/2005,JR,196
784,0,Visa,Credit,10/2020,YES,$7800,02/2020,HF,197
784,1,Visa,Debit,03/2024,YES,$6407,02/2020,HF,197
784,2,Amex,Credit,02/2020,NO,$7200,02/2020,HF,197
784,3,Visa,Credit,12/2023,YES,$6500,01/2020,HF,197
784,4,Visa,Debit (Prepaid),09/2024,YES,$91,02/2020,HF,197
784,5,Visa,Credit,02/2020,YES,$1200,02/2020,HF,197
1676,0,Visa,Credit,04/2024,YES,$5900,09/2014,YW,198
1676,1,Mastercard,Debit,05/2024,YES,$22722,03/2019,YW,198
1676,2,Mastercard,Debit,07/2013,YES,$21258,01/2013,YW,198
868,0,Visa,Credit,05/2023,YES,$11700,12/2003,TP,199
868,1,Mastercard,Debit,06/2021,YES,$2841,12/2008,TP,199
240,0,Mastercard,Debit,08/2022,YES,$47709,08/2014,OM,200
240,1,Visa,Debit,03/2016,YES,$54128,09/2008,OM,200
240,2,Visa,Debit,08/2024,YES,$39389,08/2018,OM,200
240,3,Visa,Credit,02/2020,YES,$29800,07/2008,OM,200
1838,0,Visa,Debit,03/2023,YES,$10676,10/2013,AW,201
1838,1,Mastercard,Debit,07/2023,YES,$27447,06/2008,AW,201
1838,2,Mastercard,Debit,01/2019,YES,$16617,05/2010,AW,201
1838,3,Visa,Debit,09/2020,YES,$12173,01/2020,AW,201
1101,0,Mastercard,Debit,10/2020,YES,$17220,10/2017,ZF,202
1101,1,Visa,Debit,06/2020,YES,$29041,11/2004,ZF,202
1101,2,Mastercard,Debit,02/2024,YES,$25297,06/2006,ZF,202
1101,3,Mastercard,Debit (Prepaid),05/2020,YES,$71,02/2020,ZF,202
1101,4,Visa,Debit,02/2023,YES,$21692,12/2011,ZF,202
1101,5,Visa,Debit,11/2024,YES,$18384,06/2007,ZF,202
1101,6,Visa,Credit,12/2023,YES,$20700,09/2004,ZF,202
463,0,Mastercard,Debit,03/2014,YES,$7406,04/2009,JM,203
463,1,Visa,Credit,03/2016,YES,$3300,10/2009,JM,203
463,2,Mastercard,Credit,11/2023,YES,$7300,10/2008,JM,203
463,3,Visa,Debit,10/2024,YES,$4386,09/2010,JM,203
1444,0,Mastercard,Debit,07/2016,YES,$6949,02/2003,RH,204
1444,1,Mastercard,Debit,11/2021,YES,$8169,12/2007,RH,204
1444,2,Mastercard,Credit,12/2022,YES,$6400,05/2009,RH,204
716,0,Mastercard,Debit,05/2020,YES,$39751,05/2006,LS,205
716,1,Mastercard,Debit,12/2015,YES,$27876,12/2015,LS,205
716,2,Mastercard,Debit,11/2023,YES,$21743,08/2007,LS,205
716,3,Mastercard,Debit,08/2023,YES,$21120,09/2016,LS,205
716,4,Mastercard,Debit,07/2020,YES,$29828,07/2010,LS,205
383,0,Mastercard,Debit (Prepaid),02/2023,NO,$80,02/2020,GF,206
383,1,Mastercard,Credit,12/2024,YES,$15400,01/2020,GF,206
1453,0,Amex,Credit,02/2024,YES,$11500,02/2020,LL,207
1060,0,Amex,Credit,01/2021,YES,$6400,10/2010,AM,208
1060,1,Mastercard,Debit,08/2022,YES,$9741,12/2001,AM,208
1060,2,Mastercard,Debit,06/2023,YES,$1326,03/2001,AM,208
1060,3,Discover,Credit,10/2022,YES,$3600,10/1998,AM,208
1060,4,Mastercard,Credit,05/2022,YES,$5500,03/2006,AM,208
867,0,Visa,Credit,04/2021,YES,$6500,07/2015,DG,209
867,1,Amex,Credit,11/2023,YES,$9300,07/2009,DG,209
867,2,Mastercard,Debit,12/2023,NO,$8970,01/2004,DG,209
357,0,Visa,Debit,06/2022,NO,$22700,01/2020,KM,210
357,1,Visa,Debit (Prepaid),02/2020,YES,$60,02/2020,KM,210
1826,0,Mastercard,Credit,11/2023,NO,$9400,01/2020,JEM,211
1826,1,Mastercard,Debit,01/2024,YES,$11364,01/2020,JEM,211
477,0,Mastercard,Debit,02/2024,YES,$41816,02/2020,KL,212
477,1,Visa,Debit,03/2020,YES,$16202,01/2020,KL,212
477,2,Visa,Debit,10/2020,YES,$39457,06/2014,KL,212
1941,0,Mastercard,Debit,03/2023,YES,$14139,01/2020,JJ,213
390,0,Visa,Credit,11/2020,YES,$12000,02/2005,BR,214
390,1,Mastercard,Debit,07/2021,YES,$14710,12/2006,BR,214
390,2,Mastercard,Credit,02/2024,NO,$5600,05/2008,BR,214
390,3,Amex,Credit,05/2007,YES,$13600,01/2007,BR,214
390,4,Mastercard,Debit,01/2023,YES,$14592,05/2002,BR,214
1377,0,Mastercard,Debit,11/2014,YES,$17034,04/2007,KJ,215
1377,1,Visa,Debit (Prepaid),05/2020,YES,$33,08/2001,KJ,215
1377,2,Visa,Debit,04/2020,YES,$20114,01/2009,KJ,215
447,0,Visa,Debit,09/2021,YES,$47523,01/2020,JR,216
447,1,Mastercard,Debit (Prepaid),04/2024,YES,$82,01/2020,JR,216
272,0,Visa,Debit (Prepaid),04/2024,YES,$55,07/2019,AO,217
272,1,Mastercard,Credit,09/2014,YES,$12600,05/2007,AO,217
272,2,Mastercard,Debit,06/2012,YES,$16647,04/2010,AO,217
272,3,Amex,Credit,12/2022,YES,$8600,11/2013,AO,217
272,4,Mastercard,Credit,11/2012,YES,$15900,01/2011,AO,217
272,5,Amex,Credit,09/2009,YES,$5800,03/2008,AO,217
84,0,Visa,Debit,11/2014,YES,$96907,11/2014,JH,218
84,1,Visa,Credit,07/2015,YES,$43900,03/2008,JH,218
84,2,Visa,Debit (Prepaid),10/2020,YES,$76,11/2005,JH,218
1938,0,Mastercard,Debit,12/2020,YES,$24326,05/2011,LC,219
1938,1,Discover,Credit,04/2017,YES,$9600,02/2007,LC,219
1938,2,Mastercard,Credit,11/2020,YES,$5400,07/2009,LC,219
1938,3,Visa,Debit,12/2014,YES,$26158,09/2011,LC,219
1938,4,Mastercard,Debit (Prepaid),12/2023,YES,$65,01/2009,LC,219
1938,5,Visa,Debit,07/2024,YES,$24674,12/2008,LC,219
1938,6,Visa,Debit,11/2022,NO,$14484,06/2012,LC,219
108,0,Visa,Debit,09/2015,NO,$1981,05/2010,SC,220
108,1,Mastercard,Debit,07/2024,YES,$15695,08/2009,SC,220
108,2,Mastercard,Debit,06/2014,YES,$23475,03/2008,SC,220
803,0,Mastercard,Debit,08/2024,YES,$18320,04/2010,JA,221
803,1,Mastercard,Debit,11/2023,YES,$20270,03/2009,JA,221
803,2,Visa,Debit,11/2013,YES,$18254,08/2013,JA,221
803,3,Visa,Debit,10/2024,YES,$24104,11/2009,JA,221
1473,0,Mastercard,Credit,02/2024,YES,$18300,11/2005,HG,222
1473,1,Visa,Credit,05/2021,YES,$21400,03/2011,HG,222
1473,2,Mastercard,Debit,10/2024,YES,$20886,10/2014,HG,222
1473,3,Mastercard,Debit,07/2024,YES,$27701,11/2012,HG,222
1882,0,Mastercard,Credit,03/2023,YES,$51900,05/2006,ZB,223
1882,1,Mastercard,Credit,02/2020,YES,$17700,06/2008,ZB,223
1882,2,Mastercard,Debit,07/2023,YES,$47211,04/2010,ZB,223
1589,0,Mastercard,Debit,07/2020,YES,$4747,02/2001,LE,224
1589,1,Mastercard,Debit,04/2022,YES,$15702,06/2006,LE,224
1589,2,Mastercard,Debit,01/2017,YES,$3955,04/2002,LE,224
36,0,Visa,Credit,01/2021,NO,$7100,11/2010,HB,225
36,1,Mastercard,Debit,07/2024,YES,$29351,11/2005,HB,225
36,2,Mastercard,Debit,03/2020,YES,$15125,04/2008,HB,225
36,3,Mastercard,Credit,11/2021,YES,$8000,11/2003,HB,225
36,4,Mastercard,Debit (Prepaid),05/2011,YES,$83,11/2010,HB,225
1771,0,Visa,Credit,11/2021,YES,$2000,01/2020,LB,226
1771,1,Visa,Debit,10/2024,YES,$10800,02/2020,LB,226
425,0,Mastercard,Debit,02/2020,NO,$15061,06/2007,DF,227
425,1,Mastercard,Debit,02/2022,YES,$16652,10/2008,DF,227
425,2,Mastercard,Debit,02/2020,YES,$10970,09/2013,DF,227
425,3,Visa,Debit,03/2021,YES,$15458,09/2019,DF,227
425,4,Mastercard,Debit,07/2020,YES,$11475,05/2014,DF,227
425,5,Mastercard,Debit,01/2017,YES,$12031,07/2014,DF,227
1713,0,Mastercard,Debit,05/2024,YES,$17963,01/2020,SF,228
1713,1,Visa,Credit,02/2020,YES,$12200,02/2020,SF,228
1713,2,Mastercard,Debit,02/2020,YES,$1996,02/2020,SF,228
1307,0,Visa,Debit,03/2020,YES,$16731,06/2014,CT,229
1307,1,Mastercard,Credit,06/2022,YES,$8800,07/2008,CT,229
1307,2,Visa,Debit,07/2019,YES,$12764,07/2006,CT,229
1307,3,Visa,Debit,02/2022,NO,$7943,08/2002,CT,229
1307,4,Visa,Debit,01/2007,YES,$18089,06/2004,CT,229
647,0,Visa,Debit,12/2018,YES,$18316,04/2017,FM,230
647,1,Visa,Debit,05/2024,YES,$14858,06/2016,FM,230
647,2,Visa,Debit,10/2022,YES,$21414,11/2007,FM,230
647,3,Discover,Credit,07/2021,YES,$14900,09/2010,FM,230
647,4,Mastercard,Debit,06/2020,YES,$12992,07/2007,FM,230
1076,0,Mastercard,Credit,07/2022,YES,$14200,06/2015,AR,231
799,0,Mastercard,Debit,01/2020,YES,$18829,03/2019,CL,232
799,1,Visa,Debit,02/2020,YES,$16619,11/2010,CL,232
799,2,Discover,Credit,12/2022,NO,$9700,11/2011,CL,232
799,3,Mastercard,Credit,07/2024,YES,$2200,09/2019,CL,232
799,4,Mastercard,Debit,10/2024,YES,$17691,05/2009,CL,232
799,5,Mastercard,Debit,08/2024,YES,$11910,02/2020,CL,232
799,6,Amex,Credit,04/2023,YES,$11000,05/2010,CL,232
168,0,Mastercard,Debit,01/2020,YES,$18091,01/2020,BS,233
168,1,Mastercard,Debit,12/2022,YES,$14514,01/2020,BS,233
619,0,Mastercard,Debit,10/2018,YES,$32165,11/2006,KL,234
619,1,Mastercard,Debit,09/2024,YES,$12346,07/1998,KL,234
1350,0,Visa,Debit (Prepaid),09/2010,YES,$37,08/2008,AB,235
1560,0,Mastercard,Debit,11/2021,YES,$16679,06/2012,CR,236
1560,1,Visa,Debit,07/2018,YES,$13030,03/2011,CR,236
1560,2,Visa,Debit,07/2020,YES,$14611,06/2008,CR,236
1560,3,Mastercard,Debit,07/2024,YES,$11740,02/2020,CR,236
1269,0,Mastercard,Debit,01/2020,YES,$15962,02/2008,JE,237
1912,0,Mastercard,Debit (Prepaid),04/2020,YES,$69,01/2020,MA,238
1912,1,Mastercard,Debit,11/2024,NO,$10964,01/2020,MA,238
1912,2,Mastercard,Debit,07/2023,NO,$8651,02/2020,MA,238
1912,3,Mastercard,Debit,07/2017,YES,$9800,05/2014,MA,238
851,0,Visa,Credit,07/2008,YES,$7500,01/2001,BB,239
851,1,Mastercard,Debit,11/2023,YES,$9725,05/2007,BB,239
851,2,Mastercard,Debit,07/1997,NO,$713,03/1997,BB,239
851,3,Visa,Credit,12/2023,YES,$0,05/2016,BB,239
1306,0,Mastercard,Debit (Prepaid),05/2023,YES,$77,03/2011,JS,240
1306,1,Mastercard,Credit,07/2024,YES,$22500,10/2006,JS,240
1306,2,Mastercard,Debit,02/2010,YES,$19600,10/2007,JS,240
1306,3,Mastercard,Debit,09/2020,YES,$40019,08/2010,JS,240
1306,4,Mastercard,Debit,12/2023,NO,$64321,01/2004,JS,240
1197,0,Mastercard,Debit,10/2023,YES,$35702,09/2017,AM,241
1197,1,Amex,Credit,08/2024,YES,$13200,02/2020,AM,241
1197,2,Visa,Credit,03/2020,YES,$21700,11/2018,AM,241
1197,3,Visa,Credit,08/2020,NO,$13700,01/2020,AM,241
1943,0,Mastercard,Debit,10/2022,YES,$13088,01/2020,OM,242
1943,1,Amex,Credit,01/2020,YES,$5700,01/2020,OM,242
1943,2,Mastercard,Debit,02/2020,YES,$19294,02/2020,OM,242
